crop_type,temperature,humidity,rainfall,soil_moisture,soil_ph,nitrogen,phosphorus,potassium,sunlight_hours,pest_activity,leaf_discoloration,growth_rate,previous_disease_history,disease_risk
Barley,39.99,74.84,96.1,43.53,6.28,14.36,35.14,32.19,5.49,1,1,0.544,1,High Risk
Tomato,36.03,92.58,48.24,35.75,6.25,33.74,30.6,16.71,6.11,1,1,0.48,1,High Risk
Cotton,21.29,70.45,167.81,59.68,6.43,71.85,52.95,61.76,10.92,0,0,0.776,0,Low Risk
Sunflower,27.28,62.17,79.82,68.32,5.66,47.69,17.74,34.76,5.03,0,1,0.702,1,Medium Risk
Wheat,26.61,80.28,48.21,59.09,5.56,57.55,69.56,53.26,6.71,0,0,0.634,0,Medium Risk
Potato,26.48,69.85,158.44,57.18,6.69,92.9,39.27,81.21,5.97,0,0,0.873,0,Low Risk
Maize,32.62,55.7,159.83,59.74,6.31,94.98,52.92,31.71,8.12,1,1,0.657,1,Medium Risk
Wheat,40.6,83.69,41.02,32.26,5.74,31.39,34.39,35.98,7.33,1,0,0.449,1,High Risk
Soybean,37.62,76.76,95.95,35.97,5.57,0.0,22.3,62.36,3.72,1,1,0.345,1,High Risk
Maize,28.27,70.17,4.38,54.42,6.94,10.41,44.62,19.89,6.02,1,1,0.455,1,High Risk
Maize,26.06,59.06,154.13,40.82,5.97,72.79,48.86,70.49,9.14,0,0,0.854,0,Low Risk
Cotton,19.65,64.12,139.79,65.22,7.38,73.18,64.12,55.09,8.58,0,0,0.841,0,Low Risk
Barley,31.55,66.16,110.76,53.03,7.34,53.71,7.02,42.21,9.35,0,0,0.764,0,Medium Risk
Maize,18.59,54.27,65.1,58.97,5.06,60.93,44.75,61.72,7.62,0,0,0.696,0,Low Risk
Sugarcane,32.94,86.13,79.96,46.55,6.51,47.21,29.47,42.08,6.71,1,1,0.556,1,High Risk
Tomato,36.41,87.27,91.86,36.13,6.74,42.77,52.1,33.98,7.82,0,1,0.661,0,Medium Risk
Rice,21.15,51.16,133.56,70.22,6.23,101.24,55.17,42.14,7.81,0,0,0.755,0,Low Risk
Soybean,24.31,72.79,165.02,54.44,6.36,77.3,52.73,68.1,8.57,0,0,0.795,0,Low Risk
Sugarcane,25.8,55.36,95.75,55.13,6.24,64.39,57.19,50.17,12.06,0,0,0.959,0,Low Risk
Cotton,31.31,75.18,74.47,41.11,6.65,64.47,35.01,65.13,6.55,1,0,0.579,0,Medium Risk
Cotton,19.04,69.74,141.19,27.94,5.78,28.31,53.56,46.01,7.21,0,1,0.763,1,Medium Risk
Wheat,29.19,74.49,82.81,39.71,7.49,12.44,20.63,2.43,5.7,1,1,0.399,1,High Risk
Sugarcane,26.87,49.36,90.09,54.61,5.94,85.43,51.84,79.35,7.0,0,0,0.907,0,Low Risk
Rice,28.05,69.67,109.55,49.64,5.74,68.39,52.62,62.29,5.98,1,1,0.662,0,Medium Risk
Cotton,32.97,80.34,97.5,43.77,5.14,51.08,42.55,40.8,5.83,0,0,0.774,1,Medium Risk
Tomato,30.46,52.27,108.47,45.05,7.22,53.67,43.68,42.32,8.58,0,1,0.49,1,Medium Risk
Rice,28.17,55.39,174.17,49.36,7.89,66.9,32.47,70.84,8.66,0,1,0.592,0,Medium Risk
Sunflower,22.1,32.13,155.03,59.86,5.9,71.42,37.1,64.62,11.95,0,0,0.639,0,Low Risk
Maize,26.32,55.46,143.79,60.28,6.67,68.85,39.84,36.16,7.69,0,0,0.826,0,Low Risk
Soybean,28.88,53.84,163.56,58.83,6.76,78.08,57.7,60.05,3.0,0,0,0.88,0,Low Risk
Sugarcane,39.14,74.03,72.21,45.05,6.47,46.01,40.02,40.23,6.58,1,0,0.426,1,High Risk
Cotton,25.04,62.82,100.52,46.8,6.87,74.45,53.01,64.85,6.98,0,0,0.843,0,Low Risk
Wheat,38.99,54.89,73.44,63.13,6.3,70.58,32.41,54.23,5.96,0,1,0.642,0,Medium Risk
Soybean,38.8,59.87,124.69,50.1,5.21,40.56,21.03,56.7,5.11,1,1,0.512,1,Medium Risk
Maize,19.15,47.24,147.62,76.86,5.77,74.42,54.89,77.12,8.19,0,0,0.861,0,Low Risk
Tomato,35.05,54.49,45.07,51.19,6.15,55.39,46.6,29.51,7.91,0,0,0.548,1,Medium Risk
Potato,37.4,88.41,1.97,47.44,6.37,12.91,33.41,41.36,5.38,1,1,0.456,0,High Risk
Soybean,28.4,41.34,133.44,50.75,7.7,79.59,84.16,53.45,6.91,0,0,0.806,0,Low Risk
Tomato,40.78,70.94,83.64,37.07,6.6,37.03,21.5,21.4,5.24,1,1,0.474,0,High Risk
Wheat,45.37,85.67,137.04,32.82,5.44,27.2,31.72,39.36,6.09,1,0,0.649,1,High Risk
Potato,27.59,59.91,120.74,76.14,6.52,74.49,50.88,49.28,8.48,0,1,0.89,1,Low Risk
Soybean,19.82,45.03,170.33,73.44,6.61,45.76,58.22,51.7,9.68,0,0,0.782,0,Low Risk
Maize,20.27,44.57,105.37,60.25,5.68,63.63,60.83,45.59,7.24,1,0,0.827,0,Low Risk
Cotton,37.9,100.0,79.0,38.83,7.35,29.07,13.43,0.0,6.05,1,0,0.406,1,High Risk
Maize,22.85,52.93,144.49,51.64,7.32,54.73,53.82,65.79,6.58,0,0,0.827,1,Low Risk
Rice,26.55,71.09,81.05,49.42,6.73,47.33,40.14,46.54,7.84,1,0,0.7,0,Medium Risk
Barley,30.83,51.01,90.03,46.31,6.33,63.21,50.65,34.6,6.97,0,0,0.608,1,Medium Risk
Maize,36.38,36.94,156.8,59.77,6.35,76.94,56.25,57.65,6.48,0,0,0.925,0,Low Risk
Sugarcane,24.56,54.55,112.96,58.86,6.4,67.52,50.38,61.06,7.35,0,0,0.947,0,Low Risk
Wheat,21.99,77.67,104.11,51.34,6.32,39.81,9.54,49.17,5.04,0,1,0.702,0,Medium Risk
Rice,28.38,66.05,97.16,37.61,5.87,64.01,46.97,43.44,8.42,1,1,0.584,0,Medium Risk
Tomato,30.36,52.59,51.42,49.08,6.74,60.53,40.85,28.4,3.24,1,1,0.64,0,Medium Risk
Potato,35.16,79.17,121.1,55.95,5.83,48.84,42.11,22.84,7.64,1,1,0.554,1,Medium Risk
Wheat,23.95,36.71,114.95,68.48,7.05,50.51,68.75,59.66,9.33,0,0,0.699,0,Low Risk
Maize,28.16,67.05,90.73,59.01,6.84,53.04,47.84,51.15,8.01,0,0,0.667,0,Medium Risk
Tomato,28.07,68.02,147.75,49.35,6.62,26.96,37.18,16.83,6.23,1,0,0.656,0,Medium Risk
Sunflower,34.77,66.06,129.41,41.46,5.55,24.45,33.59,37.83,6.35,1,1,0.433,0,High Risk
Sunflower,28.0,51.12,119.7,67.08,5.59,64.4,51.37,67.41,9.23,0,0,0.918,1,Low Risk
Cotton,21.61,71.41,159.97,64.21,6.81,51.79,73.33,37.28,9.19,0,0,0.882,1,Low Risk
Wheat,20.66,72.37,107.12,73.02,7.02,89.2,44.67,58.0,8.08,0,0,0.772,0,Low Risk
Maize,28.01,77.04,126.83,43.63,6.7,60.84,46.93,44.99,8.87,0,0,0.571,0,Medium Risk
Maize,20.74,56.52,105.63,42.19,6.54,88.93,61.11,58.85,10.62,0,0,0.763,0,Low Risk
Tomato,26.39,54.02,111.44,43.21,6.14,60.37,35.84,34.48,11.48,0,0,0.616,1,Medium Risk
Sugarcane,36.27,96.68,76.15,40.49,5.61,32.18,18.35,23.63,8.06,0,1,0.376,1,High Risk
Sunflower,29.68,67.79,69.9,45.03,6.54,16.05,34.8,51.61,5.3,1,1,0.471,1,High Risk
Cotton,29.42,50.86,154.99,35.04,6.21,53.24,47.89,52.38,8.71,1,0,0.73,0,Medium Risk
Potato,17.79,63.98,129.44,57.92,7.14,64.35,59.11,45.47,9.44,0,0,0.854,0,Low Risk
Wheat,25.17,65.95,10.62,49.31,7.5,28.65,32.99,29.09,7.6,1,0,0.714,1,Medium Risk
Rice,28.82,60.63,29.74,57.71,6.56,47.36,52.06,26.96,7.08,1,0,0.554,0,Medium Risk
Soybean,43.7,52.04,61.68,36.51,5.82,24.18,23.23,20.62,6.04,1,1,0.578,1,High Risk
Cotton,23.79,69.31,93.28,51.49,7.78,48.06,50.29,42.32,7.62,1,0,0.662,0,Medium Risk
Soybean,43.95,91.1,106.33,31.89,6.28,7.81,9.18,49.82,6.6,0,1,0.354,1,High Risk
Barley,34.04,54.8,137.5,54.78,6.76,75.8,61.41,47.04,7.53,0,0,1.0,0,Low Risk
Sugarcane,19.65,39.8,138.54,59.29,6.65,72.08,45.1,38.89,7.82,0,0,0.716,0,Low Risk
Cotton,27.44,72.2,122.96,61.38,6.81,87.13,36.66,43.61,6.09,0,0,0.659,0,Medium Risk
Rice,23.89,82.38,147.25,56.56,6.19,30.0,34.61,43.69,5.3,1,1,0.503,0,Medium Risk
Sunflower,34.2,82.04,21.5,41.59,6.79,10.99,16.62,20.64,3.16,1,1,0.444,1,High Risk
Sunflower,33.15,70.56,113.26,39.29,5.84,37.76,25.02,44.71,5.7,1,1,0.276,0,High Risk
Maize,35.33,72.0,127.77,39.77,7.88,52.25,21.75,19.77,6.07,1,1,0.554,1,High Risk
Sunflower,37.23,82.67,129.16,28.07,6.66,36.67,26.4,24.34,5.43,1,1,0.73,1,High Risk
Soybean,33.02,73.38,117.12,45.69,6.22,46.97,23.22,44.45,8.34,0,1,0.738,1,Medium Risk
Soybean,30.76,76.07,141.09,54.91,7.35,51.24,54.86,59.7,6.02,0,1,0.729,0,Medium Risk
Wheat,19.58,63.67,135.21,56.72,6.62,56.83,32.68,79.18,10.19,0,0,0.838,0,Low Risk
Tomato,16.09,59.77,128.49,77.8,5.96,62.93,79.35,70.13,6.52,0,0,0.838,0,Low Risk
Potato,28.11,58.94,82.64,64.1,8.11,38.15,35.66,49.51,4.21,0,0,0.599,0,Medium Risk
Sunflower,29.74,51.82,151.86,50.95,6.74,75.2,50.7,61.87,10.88,0,0,0.531,0,Low Risk
Cotton,36.66,89.36,57.2,30.62,6.38,6.5,31.25,36.81,5.8,1,1,0.291,0,High Risk
Sunflower,38.68,82.84,65.66,40.06,5.72,25.95,11.81,36.19,3.45,0,0,0.269,0,High Risk
Soybean,40.52,80.83,0.0,14.09,6.01,22.3,29.27,9.67,3.43,1,1,0.465,1,High Risk
Wheat,30.47,70.6,238.96,76.38,8.18,76.55,39.16,45.99,10.09,1,0,0.825,0,Low Risk
Cotton,42.78,77.18,98.37,35.23,6.6,18.58,18.54,27.97,5.88,1,1,0.571,0,High Risk
Tomato,19.17,50.63,176.21,54.0,6.49,84.68,63.55,52.66,7.61,0,0,0.83,0,Low Risk
Tomato,29.56,41.55,109.86,56.69,7.49,81.6,48.11,64.32,7.1,0,0,0.834,0,Low Risk
Potato,25.52,59.25,93.48,67.65,6.04,64.36,72.25,82.43,5.83,0,0,0.692,0,Low Risk
Soybean,20.18,60.07,148.39,54.98,7.27,51.25,44.93,74.39,8.47,0,0,0.815,0,Low Risk
Potato,27.16,61.59,134.8,75.98,7.03,91.08,54.16,65.68,7.82,1,0,0.776,0,Low Risk
Rice,37.18,73.25,29.97,27.77,7.66,39.46,24.86,43.01,7.36,1,1,0.417,1,High Risk
Rice,25.55,63.21,190.11,76.86,6.27,49.54,54.3,86.37,7.28,0,0,0.889,1,Low Risk
Sugarcane,32.9,66.63,52.05,43.48,6.98,43.99,0.0,6.23,5.9,1,0,0.471,1,High Risk
Sugarcane,38.19,77.11,6.11,38.91,5.76,16.59,32.46,63.56,5.34,1,1,0.44,1,High Risk
Wheat,22.33,51.1,154.35,49.32,6.26,66.77,33.79,48.26,8.62,0,0,0.821,0,Low Risk
Maize,32.63,59.69,0.0,43.23,6.96,49.63,48.55,41.9,6.59,0,1,0.81,0,Medium Risk
Sugarcane,37.9,83.3,72.67,38.85,7.04,42.24,33.39,39.88,6.22,1,1,0.479,1,High Risk
Sugarcane,36.42,89.23,70.61,20.08,7.18,47.43,28.89,26.04,5.88,1,1,0.536,1,High Risk
Tomato,33.64,93.31,135.15,38.23,8.15,53.25,33.42,38.29,6.41,1,1,0.267,0,High Risk
Sunflower,36.47,67.55,84.09,35.24,5.77,51.05,16.0,27.83,9.49,0,1,0.733,0,Medium Risk
Soybean,30.04,79.24,147.47,41.07,6.72,59.87,29.92,57.65,8.08,0,1,0.608,0,Medium Risk
Cotton,25.55,55.46,165.5,54.14,7.02,42.74,37.03,66.95,7.48,0,0,0.883,0,Medium Risk
Rice,30.13,55.72,39.63,33.92,6.87,23.37,45.9,29.64,7.24,1,1,0.609,1,Medium Risk
Barley,33.53,82.17,60.92,37.06,7.29,27.66,20.24,28.28,3.83,1,0,0.436,0,High Risk
Soybean,24.34,52.98,176.03,60.72,7.17,59.8,53.26,72.43,10.33,0,0,0.711,0,Low Risk
Cotton,23.09,61.2,93.64,55.91,6.84,80.19,51.79,55.96,7.82,0,0,0.894,0,Low Risk
Sugarcane,39.06,69.93,102.37,29.85,5.72,0.0,18.88,44.95,6.48,1,1,0.375,1,High Risk
Rice,30.49,74.51,119.08,60.01,6.64,58.03,57.54,56.65,6.4,0,0,0.792,0,Low Risk
Wheat,27.56,81.19,100.46,48.32,6.44,53.36,52.24,57.49,7.93,1,0,0.553,1,Medium Risk
Soybean,29.39,42.39,228.91,64.15,7.22,92.01,61.67,58.45,9.83,0,0,0.845,0,Low Risk
Tomato,19.98,66.41,135.64,52.8,5.38,63.58,66.24,81.66,7.45,0,0,0.813,0,Low Risk
Tomato,24.91,62.6,240.75,39.05,7.38,38.63,36.93,46.75,6.91,1,0,0.656,1,Medium Risk
Rice,19.99,54.57,157.46,57.62,5.29,111.53,60.03,65.89,9.97,0,0,0.884,0,Low Risk
Sugarcane,24.68,48.0,193.59,75.34,4.93,59.76,50.71,75.77,7.32,0,0,0.818,0,Low Risk
Barley,33.85,80.76,50.42,44.06,5.79,12.81,19.24,0.43,2.0,1,1,0.456,1,High Risk
Barley,30.81,72.59,89.77,55.26,6.51,42.92,35.05,43.63,4.83,1,0,0.586,0,Medium Risk
Sunflower,25.54,62.99,194.84,75.7,6.45,87.9,45.89,72.63,8.31,0,0,0.865,0,Low Risk
Soybean,35.07,69.28,103.6,56.33,6.02,19.21,45.34,39.14,6.21,1,1,0.46,0,Medium Risk
Cotton,25.78,40.38,161.6,58.13,5.28,86.04,48.03,86.05,10.22,0,0,0.732,0,Low Risk
Soybean,25.46,43.62,180.01,51.5,7.06,63.59,40.52,82.58,8.27,0,1,0.788,1,Low Risk
Cotton,29.68,60.92,121.73,67.2,6.45,65.69,55.22,49.62,7.48,0,0,0.832,0,Low Risk
Potato,33.3,68.58,66.25,26.62,7.7,8.14,43.13,1.93,8.51,1,1,0.478,1,High Risk
Wheat,29.16,100.0,85.09,21.93,7.19,24.4,25.37,23.31,5.35,1,1,0.415,0,High Risk
Rice,33.5,83.01,93.45,47.04,5.79,14.97,22.11,30.03,7.92,0,1,0.184,1,High Risk
Barley,22.25,47.0,167.64,52.59,8.0,78.43,58.03,58.74,10.79,0,0,0.746,0,Low Risk
Tomato,36.19,78.25,86.55,49.2,6.0,53.44,38.49,28.86,6.32,0,1,0.444,0,Medium Risk
Sunflower,29.56,60.71,62.95,46.04,6.32,62.71,50.22,28.44,8.48,0,1,0.721,0,Medium Risk
Sunflower,35.06,75.17,76.44,46.39,7.1,0.14,13.1,43.21,5.08,1,1,0.236,1,High Risk
Barley,30.04,73.41,121.44,44.25,7.12,31.96,53.87,32.46,7.82,1,1,0.634,0,Medium Risk
Wheat,26.66,74.41,114.87,56.22,6.66,79.7,47.41,47.78,9.32,0,1,0.892,0,Low Risk
Rice,26.36,68.43,165.16,72.05,6.57,75.86,54.53,63.98,8.31,0,0,1.0,0,Low Risk
Potato,38.55,80.96,110.73,30.26,6.28,22.34,44.15,52.51,3.95,0,1,0.435,1,High Risk
Cotton,37.99,84.14,107.99,28.16,8.1,24.14,28.44,27.11,5.62,0,1,0.367,1,High Risk
Tomato,31.33,86.49,11.51,30.57,6.46,26.38,20.07,48.2,6.17,1,1,0.485,1,High Risk
Cotton,26.1,69.15,149.69,50.62,6.28,41.93,31.74,48.14,4.02,0,1,0.595,0,Medium Risk
Sunflower,28.34,67.16,160.54,28.03,6.27,44.5,13.08,38.5,4.69,1,1,0.417,0,Medium Risk
Sugarcane,16.85,59.49,112.85,58.62,7.61,75.63,43.88,43.55,8.65,0,0,0.807,0,Low Risk
Maize,26.68,51.66,167.07,47.19,5.56,74.77,72.61,50.97,6.92,0,0,0.786,0,Low Risk
Soybean,38.55,92.51,31.49,47.16,5.75,24.18,24.81,12.51,3.7,1,1,0.536,0,High Risk
Cotton,27.5,50.33,231.98,57.14,5.37,58.31,37.47,65.31,6.15,0,0,0.766,0,Low Risk
Sugarcane,19.03,60.28,137.09,67.07,7.39,64.21,63.43,91.1,8.1,0,1,0.898,1,Low Risk
Wheat,33.64,52.34,160.11,63.29,7.91,69.9,31.53,65.52,8.7,1,0,0.578,1,Medium Risk
Rice,27.12,56.17,156.57,68.04,5.93,66.4,56.28,46.69,7.19,0,0,0.83,1,Low Risk
Maize,33.21,80.97,43.69,36.94,6.22,25.38,8.61,39.58,6.02,1,1,0.387,1,High Risk
Soybean,28.85,78.52,113.24,53.13,7.27,49.6,27.88,53.04,6.39,0,1,0.878,0,Medium Risk
Wheat,24.96,58.06,187.32,64.22,6.78,80.73,56.03,72.0,9.51,0,0,0.973,0,Low Risk
Maize,23.38,55.9,97.99,58.69,7.16,26.69,46.61,36.73,7.95,0,0,0.67,0,Low Risk
Rice,33.15,70.34,69.51,40.3,6.93,42.1,30.62,42.47,6.75,0,0,0.74,0,Medium Risk
Barley,23.4,63.43,135.44,61.02,6.05,87.9,58.94,48.52,7.22,0,0,0.752,0,Low Risk
Maize,16.54,68.13,131.69,63.39,7.75,61.56,42.47,58.15,8.04,1,0,1.0,0,Low Risk
Potato,42.28,90.77,97.17,48.06,5.74,41.13,22.61,35.05,6.23,1,0,0.309,1,High Risk
Cotton,26.17,67.13,67.56,37.27,6.0,67.2,56.69,44.54,7.87,0,0,0.594,1,Medium Risk
Barley,24.07,44.17,208.7,89.62,6.27,70.72,62.18,74.13,8.27,0,0,0.722,1,Low Risk
Sunflower,38.91,85.85,100.84,21.29,7.15,23.11,0.0,11.81,4.75,0,1,0.348,1,High Risk
Maize,22.43,65.72,177.73,60.5,7.27,90.47,55.45,63.22,8.95,0,1,0.679,1,Low Risk
Wheat,23.77,57.32,58.24,52.65,7.86,61.94,24.46,35.28,6.25,0,0,0.689,0,Medium Risk
Rice,41.54,90.1,90.83,40.97,5.57,38.27,40.11,29.53,7.26,0,0,0.334,1,High Risk
Wheat,35.52,76.37,6.38,57.63,5.88,23.68,41.02,77.53,6.92,0,0,0.621,0,Medium Risk
Wheat,30.82,71.1,131.39,49.92,5.13,58.03,39.17,32.36,4.65,0,0,0.804,1,Medium Risk
Sugarcane,26.65,76.58,72.46,61.27,5.56,67.4,50.02,91.92,7.91,0,0,0.812,0,Low Risk
Barley,25.25,72.82,84.78,60.55,6.01,77.82,47.93,40.96,6.53,0,0,0.737,0,Low Risk
Tomato,27.24,84.53,145.71,41.89,6.17,66.2,37.63,26.84,9.64,0,0,0.625,0,Medium Risk
Tomato,17.53,48.67,90.8,73.24,6.47,65.7,54.77,79.59,8.32,0,0,0.934,1,Low Risk
Barley,28.16,66.31,129.59,44.01,6.16,51.08,32.76,20.04,6.02,0,0,0.711,1,Medium Risk
Soybean,22.41,81.37,201.76,47.12,6.76,51.7,22.5,62.46,6.59,1,1,0.445,0,Medium Risk
Barley,22.11,41.6,96.35,39.08,6.71,84.67,50.19,54.34,5.91,0,0,0.6,0,Low Risk
Sunflower,19.13,68.63,125.79,69.1,7.6,76.85,32.05,47.15,9.98,0,0,0.803,0,Low Risk
Barley,34.93,78.12,82.29,24.22,7.74,2.69,46.32,29.79,4.92,1,0,0.487,0,High Risk
Rice,32.63,48.94,179.68,62.99,7.41,93.42,50.38,49.45,8.69,0,0,0.752,1,Low Risk
Wheat,37.06,68.09,118.62,40.96,6.32,12.65,0.0,56.63,5.96,1,1,0.309,1,High Risk
Cotton,32.13,69.64,41.02,45.37,6.91,38.67,21.92,66.8,2.0,1,1,0.319,1,High Risk
Cotton,32.41,67.87,120.12,62.87,6.81,38.97,41.74,78.86,7.85,0,1,0.665,0,Medium Risk
Sunflower,24.31,72.46,118.27,51.25,5.73,58.82,36.64,42.58,5.11,0,0,0.528,0,Medium Risk
Potato,30.84,81.8,67.16,45.31,6.62,24.1,47.88,34.86,7.07,0,1,0.54,0,Medium Risk
Barley,30.43,77.99,124.31,42.14,6.52,32.97,40.2,33.27,8.39,0,0,0.599,1,Medium Risk
Cotton,25.0,63.23,160.89,59.9,7.08,68.43,41.05,76.17,4.37,0,0,0.826,0,Low Risk
Barley,31.89,48.95,162.43,58.02,6.29,41.19,39.48,28.21,8.41,0,1,0.635,1,Medium Risk
Tomato,36.06,81.63,73.16,43.45,6.49,21.02,30.29,28.41,7.37,0,1,0.406,1,High Risk
Barley,29.68,57.93,179.19,73.92,6.52,74.75,59.72,49.85,8.08,0,0,0.833,0,Low Risk
Tomato,30.79,43.38,113.19,60.41,7.92,53.93,49.88,47.72,8.6,0,0,0.614,1,Low Risk
Sugarcane,31.07,81.76,97.53,42.81,6.88,33.27,28.31,15.99,6.8,1,1,0.244,1,High Risk
Potato,22.28,64.65,202.0,69.6,5.24,86.25,27.94,72.57,7.45,0,0,0.89,0,Low Risk
Soybean,22.74,57.6,118.16,52.01,6.34,74.39,47.66,80.52,8.89,0,0,0.858,0,Low Risk
Sugarcane,34.1,76.76,101.83,27.24,6.5,31.18,36.08,18.03,3.54,1,1,0.468,0,High Risk
Sugarcane,28.14,70.83,186.0,63.23,5.66,73.03,38.56,9.4,6.66,0,0,0.494,1,Medium Risk
Sugarcane,26.7,82.45,115.94,69.72,6.5,32.42,28.3,59.34,5.3,1,1,0.706,1,Medium Risk
Wheat,30.5,80.81,114.45,42.72,6.91,18.3,53.83,63.77,8.8,1,1,0.766,0,Medium Risk
Maize,27.76,76.35,121.38,50.46,5.54,67.97,30.66,50.05,6.85,1,0,0.491,1,Medium Risk
Barley,30.42,78.95,174.31,70.72,6.08,56.45,30.55,77.5,7.07,0,1,0.746,0,Medium Risk
Rice,34.02,70.57,31.95,38.62,6.59,31.18,20.3,52.64,3.8,1,1,0.384,1,High Risk
Maize,13.58,56.99,167.47,64.04,7.37,53.93,58.16,76.7,5.33,0,1,0.852,1,Low Risk
Cotton,23.73,71.35,106.4,38.74,7.41,50.93,42.99,33.42,7.54,0,0,0.634,0,Medium Risk
Tomato,44.75,93.21,75.5,46.5,5.77,46.64,3.4,44.99,4.42,1,1,0.255,1,High Risk
Potato,21.75,54.18,97.55,71.98,6.16,116.41,47.89,49.37,7.38,0,0,0.679,0,Low Risk
Sugarcane,29.96,55.73,135.07,31.96,7.85,44.93,27.62,41.04,7.83,1,0,0.739,0,Medium Risk
Rice,35.14,81.63,103.04,41.3,5.2,53.38,12.41,43.81,6.16,1,1,0.706,1,Medium Risk
Soybean,19.75,63.67,143.22,37.79,6.13,76.88,47.41,67.13,8.7,0,0,0.711,0,Low Risk
Maize,25.35,43.12,121.81,70.46,6.38,63.72,59.01,57.65,9.84,0,1,0.779,0,Low Risk
Cotton,25.81,78.38,107.29,33.82,5.43,56.56,22.69,71.04,5.59,1,0,0.65,0,Medium Risk
Sugarcane,35.6,80.04,134.66,48.42,7.22,61.81,13.92,6.66,6.0,1,1,0.429,0,High Risk
Maize,25.77,50.7,165.22,58.09,6.55,76.68,45.8,46.06,7.2,1,0,0.94,0,Low Risk
Barley,19.77,55.63,163.17,63.95,6.09,56.57,43.2,67.4,7.78,1,0,0.9,0,Low Risk
Cotton,24.42,73.67,70.58,49.9,5.01,40.27,36.49,52.86,5.15,0,0,0.561,1,Medium Risk
Potato,35.1,61.87,25.94,44.34,7.57,42.4,22.02,18.53,6.53,0,1,0.438,1,High Risk
Rice,37.03,81.64,181.43,34.2,5.83,59.5,56.96,46.7,3.14,1,1,0.322,0,High Risk
Cotton,19.67,49.23,140.0,63.99,6.22,78.66,41.03,73.85,9.13,0,0,0.763,1,Low Risk
Maize,38.84,87.75,87.79,44.18,5.3,32.95,17.03,44.67,4.48,1,1,0.367,1,High Risk
Sunflower,23.44,68.21,85.85,62.11,6.79,63.81,57.4,69.28,9.66,0,0,0.809,0,Low Risk
Tomato,27.26,81.76,101.41,54.23,7.67,47.29,28.99,36.99,6.99,0,1,0.636,1,Medium Risk
Maize,23.18,55.68,123.49,38.54,6.52,62.63,32.46,54.26,6.24,0,0,0.617,1,Medium Risk
Sunflower,37.37,90.56,11.35,40.44,6.91,57.0,25.8,51.77,6.76,1,1,0.506,0,High Risk
Barley,27.78,43.06,141.66,65.85,7.04,42.42,58.89,42.59,7.77,0,0,0.946,1,Low Risk
Potato,21.35,56.46,122.37,45.24,5.94,57.99,37.89,95.37,8.47,0,0,0.832,0,Low Risk
Cotton,19.13,58.96,124.79,44.3,7.18,90.93,68.69,62.62,8.94,0,0,0.957,0,Low Risk
Sugarcane,17.21,62.75,187.78,65.44,7.12,67.36,43.83,73.28,6.41,0,0,0.711,0,Low Risk
Soybean,27.46,63.33,133.7,37.21,7.81,68.22,47.64,30.35,9.37,0,0,0.789,0,Medium Risk
Tomato,29.56,80.6,133.9,61.76,6.08,73.51,31.33,37.88,6.41,0,0,0.6,1,Medium Risk
Soybean,33.64,91.7,120.47,26.81,6.64,25.8,14.45,32.04,6.2,1,0,0.154,1,High Risk
Potato,33.02,68.93,129.27,52.14,6.08,45.97,44.67,52.72,8.87,0,1,0.836,0,Medium Risk
Sugarcane,38.13,73.92,52.42,36.84,7.48,31.38,12.02,17.74,5.33,1,1,0.274,0,High Risk
Soybean,42.69,84.39,86.5,39.89,5.92,26.89,29.97,38.12,5.52,1,1,0.312,0,High Risk
Maize,35.45,91.28,58.81,39.38,7.96,24.43,31.48,24.55,5.92,1,1,0.49,1,High Risk
Soybean,25.63,54.2,134.6,47.76,6.13,31.11,14.6,24.61,9.42,0,1,0.649,0,Medium Risk
Cotton,40.46,79.07,80.05,78.61,6.98,38.13,61.21,32.82,6.07,0,1,0.723,0,Medium Risk
Tomato,20.27,45.03,177.53,55.56,5.9,60.35,58.39,51.19,7.82,0,0,0.822,1,Low Risk
Sugarcane,27.96,64.45,134.01,68.12,7.34,33.06,24.49,37.5,7.15,0,0,0.655,1,Medium Risk
Barley,27.52,75.4,29.96,60.15,6.13,54.91,50.03,31.85,7.67,0,1,0.519,0,Medium Risk
Cotton,25.86,60.71,171.1,53.33,5.86,61.63,47.96,39.66,8.44,1,0,0.751,1,Medium Risk
Sugarcane,35.62,72.4,100.56,44.51,6.01,39.47,27.83,43.81,6.12,0,0,0.705,0,Medium Risk
Sugarcane,28.7,61.94,137.58,66.36,8.36,38.91,16.15,52.83,9.42,0,0,0.731,0,Medium Risk
Sunflower,28.49,59.29,226.37,49.62,6.48,87.45,43.21,53.2,7.56,0,0,0.775,0,Low Risk
Soybean,24.07,51.48,234.23,56.07,7.79,78.8,40.38,64.63,7.54,0,0,0.844,0,Low Risk
Maize,28.68,82.07,17.35,33.47,5.82,25.46,37.88,37.75,7.22,0,1,0.466,1,High Risk
Sunflower,41.31,90.97,81.2,55.28,6.77,30.41,8.75,26.12,6.97,1,1,0.476,1,High Risk
Potato,22.73,43.19,89.78,60.79,6.92,93.31,63.17,72.66,8.34,0,0,0.832,1,Low Risk
Rice,31.98,85.48,79.22,48.11,5.9,53.02,29.42,19.8,5.68,1,1,0.484,1,High Risk
Maize,38.19,71.19,73.73,22.77,6.08,38.14,36.99,16.84,4.29,1,1,0.458,1,High Risk
